Source,Target
Shiing-Shen Chern,projective differential geometry
Shiing-Shen Chern,ring theory
Shiing-Shen Chern,tensor
Shiing-Shen Chern,topology
Paul Halmos,algebra
Paul Halmos,analysis
Paul Halmos,ergodic theory
Paul Halmos,functional analysis
Paul Halmos,mathematical logic
Paul Halmos,non-standard analysis
Paul Halmos,operator theory
Paul Halmos,probability theory
Paul Halmos,set theory
Paul Halmos,statistics
Jan Hemelrijk,stochastic process
Pavel Petrovich Korovkin,analysis
Pavel Petrovich Korovkin,approximation theory
Pavel Petrovich Korovkin,functional analysis
Pavel Petrovich Korovkin,potential theory
Aleksei Zinovyevich Petrov,tensor
José Luis Massera,topology
Ruy Luís Gomes,algebra
Ruy Luís Gomes,geometry
Ruy Luís Gomes,mathematical physics
Ruy Luís Gomes,mathematical sciences
Ruy Luís Gomes,projective geometry
Richard K. Guy,combinatorics
Richard K. Guy,game theory
Richard K. Guy,geometry
Richard K. Guy,graph theory
Richard K. Guy,number theory
Richard K. Guy,recreational mathematics
Richard K. Guy,statistics
Mark Krein,analysis
Mark Krein,classical analysis
Mark Krein,functional analysis
Mark Krein,mathematical physics
Mark Krein,operator theory
Mark Krein,representation theory
Pyotr Novikov,group theory
Magnus Hestenes,analysis
Magnus Hestenes,calculus
Magnus Hestenes,calculus of variations
Magnus Hestenes,numerical analysis
Renato Caccioppoli,algebra
Renato Caccioppoli,algebraic analysis
Renato Caccioppoli,analysis
Renato Caccioppoli,calculus
Renato Caccioppoli,calculus of variations
Renato Caccioppoli,functional analysis
Renato Caccioppoli,group theory
Renato Caccioppoli,measure theory
Renato Caccioppoli,real analysis
Jurjen Ferdinand Koksma,analytic number theory
Jurjen Ferdinand Koksma,number theory
Bernard Koopman,algebra
Bernard Koopman,ergodic theory
Bernard Koopman,mathematical physics
Bernard Koopman,statistical theory
Abraham Wald,analysis
Abraham Wald,decision theory
Abraham Wald,econometrics
Abraham Wald,geometry
Abraham Wald,statistics
Max Euwe,analysis
Paul Erdős,analysis
Paul Erdős,analytic number theory
Paul Erdős,approximation theory
Paul Erdős,arithmetic
Paul Erdős,calculus
Paul Erdős,combinatorics
Paul Erdős,discrete mathematics
Paul Erdős,graph theory
Paul Erdős,number theory
Paul Erdős,probability theory
Paul Erdős,probabilistic number theory
Paul Erdős,set theory
Paul Erdős,topology
Edward Norton Lorenz,chaos theory
Andrzej Mostowski,algebra
Andrzej Mostowski,arithmetic
Andrzej Mostowski,differential geometry
Andrzej Mostowski,geometry
Andrzej Mostowski,model theory
Andrzej Mostowski,recursion theory
Ruth Moufang,algebra
Ruth Moufang,geometry
Ruth Moufang,group theory
Ruth Moufang,projective geometry
Oskar Morgenstern,game theory
Oskar Morgenstern,mathematical economics
Wolfgang Doeblin,probability theory
Klaus Wagner,graph theory
Klaus Wagner,topology
Alexander Dinghas,differential geometry
Alexander Dinghas,function theory
Alexander Dinghas,geometry
Alexander Dinghas,measure theory
Viktor Wagner,algebra
Viktor Wagner,differential geometry
Viktor Wagner,geometry
Lyudmila Keldysh,geometric topology
Lyudmila Keldysh,set theory
Lyudmila Keldysh,topology
Daniel Pedoe,algebra
Daniel Pedoe,algebraic geometry
Daniel Pedoe,geometry
Daniel Pedoe,mathematical physics
Daniel Pedoe,projective geometry
Daniel Pedoe,rational geometry
Nathan Jacobson,abstract algebra
Nathan Jacobson,algebra
Nathan Jacobson,commutative algebra
Nathan Jacobson,representation theory
Nathan Jacobson,topology
Curt Meyer,number theory
Aleksandr Andronov,topology
Jean Dieudonné,abstract algebra
Jean Dieudonné,algebra
Jean Dieudonné,algebraic geometry
Jean Dieudonné,algebraic topology
Jean Dieudonné,analysis
Jean Dieudonné,commutative algebra
Jean Dieudonné,complex analysis
Jean Dieudonné,functional analysis
Jean Dieudonné,geometry
Jean Dieudonné,invariant theory
Jean Dieudonné,pure mathematics
Jean Dieudonné,topology
Hendrik Casimir,group theory
Hendrik Casimir,pure mathematics
Hendrik Casimir,theoretical physics
Samuel Eilenberg,algebra
Samuel Eilenberg,algebraic topology
Samuel Eilenberg,category theory
Samuel Eilenberg,homological algebra
Samuel Eilenberg,homology theory
Samuel Eilenberg,topology
Olga Taussky-Todd,algebra
Olga Taussky-Todd,algebraic number theory
Olga Taussky-Todd,analysis
Olga Taussky-Todd,group theory
Olga Taussky-Todd,linear algebra
Olga Taussky-Todd,matrix theory
Olga Taussky-Todd,number theory
Olga Taussky-Todd,numerical analysis
Yehoshua Bar-Hillel,algebra
Hua Luogeng,algebra
Hua Luogeng,algebraic number theory
Hua Luogeng,analysis
Hua Luogeng,applied mathematics
Hua Luogeng,group theory
Hua Luogeng,linear programming
Hua Luogeng,mathematical optimization
Hua Luogeng,matrix theory
Hua Luogeng,number theory
Hua Luogeng,pure mathematics
Philip Hall,algebra
Philip Hall,group theory
Anton Kotzig,combinatorial geometry
Anton Kotzig,combinatorics
Anton Kotzig,geometry
Anton Kotzig,graph theory
Anton Kotzig,mathematical statistics
Anton Kotzig,statistics
Antoni Zygmund,analysis
Antoni Zygmund,harmonic analysis
Tibor Szele,abstract algebra
Tibor Szele,algebra
Tibor Szele,combinatorics
Tibor Szele,ring theory
Wu Wenjun,algebra
Wu Wenjun,algebraic geometry
Wu Wenjun,algebraic topology
Wu Wenjun,game theory
Wu Wenjun,geometry
Wu Wenjun,topology
Carl-Gustav Esseen,analysis
Carl-Gustav Esseen,applied mathematics
Carl-Gustav Esseen,mathematical statistics
Carl-Gustav Esseen,number theory
Carl-Gustav Esseen,statistics
Stanisław Gołąb,affine geometry
Stanisław Gołąb,algebra
Stanisław Gołąb,geometry
Menahem Max Schiffer,analysis
Menahem Max Schiffer,applied mathematics
Menahem Max Schiffer,complex analysis
Menahem Max Schiffer,mathematical physics
Mark Naimark,algebra
Mark Naimark,analysis
Mark Naimark,functional analysis
Mark Naimark,mathematical physics
Mark Naimark,representation theory
Mark Naimark,representation theory of groups
Mark Naimark,spectral theory
Reuben Goodstein,analysis
Reuben Goodstein,arithmetic
Reuben Goodstein,calculus
Reuben Goodstein,geometry
Reuben Goodstein,mathematical logic
Reuben Goodstein,number theory
Reuben Goodstein,projective geometry
Derrick Henry Lehmer,analytic number theory
Derrick Henry Lehmer,computational number theory
Derrick Henry Lehmer,number theory
Kiyoshi Oka,sheaf theory
"Charles B. Morrey, Jr.",analysis
"Charles B. Morrey, Jr.",analytic geometry
"Charles B. Morrey, Jr.",calculus
"Charles B. Morrey, Jr.",calculus of variations
"Charles B. Morrey, Jr.",geometry
Aleksei Pogorelov,analysis
Aleksei Pogorelov,differential geometry
Aleksei Pogorelov,geometric analysis
Aleksei Pogorelov,geometry
Aleksei Pogorelov,symplectic geometry
Aleksei Pogorelov,theoretical physics
Aleksei Pogorelov,topology
Sergei Sobolev,analysis
Sergei Sobolev,calculus
Sergei Sobolev,functional analysis
Nelson Dunford,analysis
Nelson Dunford,applied mathematics
Nelson Dunford,ergodic theory
Nelson Dunford,functional analysis
Cahit Arf,algebra
Cahit Arf,algebraic number theory
Cahit Arf,knot theory
Cahit Arf,number theory
Cahit Arf,surgery theory
Cahit Arf,topology
Kenkichi Iwasawa,algebra
Kenkichi Iwasawa,algebraic number theory
Kenkichi Iwasawa,class field theory
Kenkichi Iwasawa,field theory
Kenkichi Iwasawa,geometry
Kenkichi Iwasawa,number theory
Subrahmanyan Chandrasekhar,algebra
Subrahmanyan Chandrasekhar,analysis
Subrahmanyan Chandrasekhar,calculus
Subrahmanyan Chandrasekhar,geometry
Subrahmanyan Chandrasekhar,statistical mechanics
Subrahmanyan Chandrasekhar,stochastic process
Subrahmanyan Chandrasekhar,tensor
Andrey Kolmogorov,analysis
Andrey Kolmogorov,arithmetic
Andrey Kolmogorov,complexity theory
Andrey Kolmogorov,function theory
Andrey Kolmogorov,mathematical logic
Andrey Kolmogorov,probability theory
Andrey Kolmogorov,real analysis
Andrey Kolmogorov,ring theory
Andrey Kolmogorov,set theory
Andrey Kolmogorov,statistical theory
Andrey Kolmogorov,statistics
Andrey Kolmogorov,stochastic process
Andrey Kolmogorov,topology
Christos Papakyriakopoulos,geometric topology
Christos Papakyriakopoulos,topology
Clifford Hugh Dowker,applied mathematics
Clifford Hugh Dowker,category theory
Clifford Hugh Dowker,knot theory
Clifford Hugh Dowker,point-set topology
Clifford Hugh Dowker,sheaf theory
Clifford Hugh Dowker,topology
Gerhard Ringel,graph theory
Irving Segal,algebra
Irving Segal,analysis
Irving Segal,constructive quantum field theory
Irving Segal,field theory
Irving Segal,harmonic analysis
Francis Joseph Murray,algebra
Francis Joseph Murray,analysis
Francis Joseph Murray,functional analysis
Robert Alexander Rankin,analysis
Robert Alexander Rankin,analytic number theory
Robert Alexander Rankin,number theory
Witold Hurewicz,algebra
Witold Hurewicz,applied mathematics
Witold Hurewicz,general topology
Witold Hurewicz,homological algebra
Witold Hurewicz,set theory
Witold Hurewicz,topology
Elliott Waters Montroll,analysis
Subbayya Sivasankaranarayana Pillai,arithmetic
Subbayya Sivasankaranarayana Pillai,number theory
Mina Rees,abstract algebra
Mina Rees,algebra
Deane Montgomery,topology
Abraham Adrian Albert,algebra
Abraham Adrian Albert,analytic geometry
Abraham Adrian Albert,cryptography
Abraham Adrian Albert,geometry
Abraham Adrian Albert,number theory
Herbert Robbins,algebra
Herbert Robbins,applied mathematics
Herbert Robbins,asymptotic theory
Herbert Robbins,graph theory
Herbert Robbins,mathematical statistics
Herbert Robbins,measure theory
Herbert Robbins,statistics
Herbert Robbins,topology
Hel Braun,analysis
Hel Braun,number theory
Luigi Fantappiè,algebra
Luigi Fantappiè,analysis
Alfred H. Clifford,algebra
Alfred H. Clifford,group theory
Alice T. Schafer,algebra
Alice T. Schafer,differential geometry
Alice T. Schafer,differential geometry of curves
Alice T. Schafer,geometry
Anders Hald,statistics
Jean Leray,algebra
Jean Leray,algebraic topology
Jean Leray,applied mathematics
Jean Leray,differential topology
Jean Leray,homological algebra
Jean Leray,mathematical sciences
Jean Leray,sheaf theory
Jean Leray,sheaf cohomology
Jean Leray,topology
Jessie MacWilliams,algebra
Jessie MacWilliams,coding theory
Jessie MacWilliams,linear programming
Grigore Moisil,algebra
Grigore Moisil,algebraic topology
Grigore Moisil,analysis
Grigore Moisil,category theory
Grigore Moisil,geometry
Grigore Moisil,mathematical logic
Grigore Moisil,mathematical physics
Grigore Moisil,modern algebra
Grigore Moisil,topology
Georgiy Shilov,analysis
Georgiy Shilov,functional analysis
Georgiy Shilov,mathematical sciences
Nikolai Kochin,analysis
Nikolai Kochin,applied mathematics
Nikolai Kochin,vector analysis
Rose Peltesohn,combinatorics
George Forsythe,analysis
George Forsythe,applied mathematics
George Forsythe,numerical analysis
George W. Whitehead,algebra
George W. Whitehead,algebraic topology
George W. Whitehead,homotopy theory
George W. Whitehead,topology
Herman Wold,analysis
Herman Wold,econometrics
Herman Wold,harmonic analysis
Herman Wold,mathematical economics
Herman Wold,mathematical statistics
Herman Wold,statistics
Herman Wold,stochastic process
Joseph Ehrenfried Hofmann,calculus
Joseph Ehrenfried Hofmann,number theory
Aleksei Ivanovich Markushevich,analysis
Aleksei Ivanovich Markushevich,approximation theory
Aleksei Ivanovich Markushevich,complex analysis
Aleksei Ivanovich Markushevich,function theory
Aleksei Ivanovich Markushevich,functional analysis
Wei-Liang Chow,algebra
Wei-Liang Chow,algebraic geometry
Wei-Liang Chow,algebraic number theory
Wei-Liang Chow,geometry
Wei-Liang Chow,intersection theory
Wei-Liang Chow,number theory
Wei-Liang Chow,projective geometry
Vera Faddeeva,algebra
Vera Faddeeva,analysis
Vera Faddeeva,linear algebra
Vera Faddeeva,numerical linear algebra
Albrecht Fröhlich,module theory
Leonid Hurwicz,analysis
Leonid Hurwicz,game theory
Leonid Hurwicz,linear programming
Leonid Hurwicz,mathematical economics
Leonid Hurwicz,mathematical statistics
Leonid Hurwicz,probability theory
Leonid Hurwicz,statistics
Lev Pontryagin,algebra
Lev Pontryagin,algebraic topology
Lev Pontryagin,cobordism theory
Lev Pontryagin,combinatorial topology
Lev Pontryagin,differential topology
Lev Pontryagin,operator theory
Lev Pontryagin,optimal control theory
Lev Pontryagin,topology
Ellis Kolchin,algebra
Ellis Kolchin,linear algebra
Ellis Kolchin,topology
Sydney Goldstein,applied mathematics
Eugene Wigner,group theory
Eugene Wigner,mathematical physics
Eugene Wigner,mathematical sciences
Eugene Wigner,matrix theory
Eugene Wigner,pure mathematics
Alston Scott Householder,algebra
Alston Scott Householder,analysis
Alston Scott Householder,calculus
Alston Scott Householder,calculus of variations
Alston Scott Householder,linear algebra
Alston Scott Householder,mathematical biology
Alston Scott Householder,numerical analysis
Alston Scott Householder,numerical linear algebra
Ivan M. Niven,number theory
George Bernard Dantzig,analysis
George Bernard Dantzig,geometry
George Bernard Dantzig,linear programming
George Bernard Dantzig,projective geometry
George Bernard Dantzig,statistical theory
George Bernard Dantzig,statistics
Alexey Lyapunov,descriptive set theory
Alexey Lyapunov,function theory
Alexey Lyapunov,mathematical biology
Alexey Lyapunov,set theory
Mary Cartwright,chaos theory
Jacob Levitzki,algebra
David van Dantzig,algebra
David van Dantzig,differential geometry
David van Dantzig,geometry
David van Dantzig,stochastic process
David van Dantzig,topology
Wanda Szmielew,arithmetic
Wanda Szmielew,geometry
Wanda Szmielew,mathematical logic
Wanda Szmielew,order theory
Wanda Szmielew,projective geometry
Henry Mann,additive number theory
Henry Mann,algebra
Henry Mann,algebraic number theory
Henry Mann,analysis
Henry Mann,econometrics
Henry Mann,number theory
Henry Mann,statistics
Leonidas Alaoglu,analysis
Leonidas Alaoglu,functional analysis
Leonidas Alaoglu,number theory
Leonidas Alaoglu,topology
Samuel S. Wilks,mathematical statistics
Samuel S. Wilks,statistics
Sergei Fomin,analysis
Sergei Fomin,ergodic theory
Sergei Fomin,real analysis
Naum Meiman,analysis
Naum Meiman,complex analysis
Naum Meiman,mathematical physics
Naum Meiman,theoretical physics
Raymond Smullyan,abstract algebra
Raymond Smullyan,algebra
Raymond Smullyan,analysis
Raymond Smullyan,analytic geometry
Raymond Smullyan,calculus
Raymond Smullyan,geometry
Raymond Smullyan,group theory
Raymond Smullyan,modern algebra
Raymond Smullyan,recreational mathematics
Julia Hall Bowman Robinson,arithmetic
Julia Hall Bowman Robinson,calculus
Julia Hall Bowman Robinson,combinatorial optimization
Julia Hall Bowman Robinson,complexity theory
Julia Hall Bowman Robinson,computability theory
Julia Hall Bowman Robinson,computational complexity theory
Julia Hall Bowman Robinson,game theory
Julia Hall Bowman Robinson,number theory
Julia Hall Bowman Robinson,statistics
Walter Ledermann,algebra
Walter Ledermann,analysis
Walter Ledermann,calculus
Walter Ledermann,group theory
Walter Ledermann,homological algebra
Walter Ledermann,matrix theory
Walter Ledermann,number theory
Walter Ledermann,statistics
Walter Ledermann,stochastic process
Michel Loève,mathematical statistics
Michel Loève,probability theory
Michel Loève,statistics
Yurii Mitropolskiy,asymptotic theory
J. A. Todd,algebra
J. A. Todd,algebraic geometry
J. A. Todd,arithmetic
J. A. Todd,geometry
Bruria Kaufman,analysis
Ronald Rivlin,tensor
Klaus Samelson,analysis
Klaus Samelson,numerical analysis
Miroslav Katětov,analysis
Miroslav Katětov,functional analysis
Miroslav Katětov,topology
Felix Behrend,algebra
Felix Behrend,algebraic geometry
Felix Behrend,analysis
Felix Behrend,arithmetic
Felix Behrend,combinatorial number theory
Felix Behrend,combinatorics
Felix Behrend,geometry
Felix Behrend,number theory
Felix Behrend,point-set topology
Felix Behrend,topology
Willard Van Orman Quine,algebra
Willard Van Orman Quine,analysis
Willard Van Orman Quine,arithmetic
Willard Van Orman Quine,axiomatic set theory
Willard Van Orman Quine,geometry
Willard Van Orman Quine,model theory
Willard Van Orman Quine,set theory
Willard Van Orman Quine,type theory
Shokichi Iyanaga,algebra
Shokichi Iyanaga,algebraic topology
Shokichi Iyanaga,analysis
Shokichi Iyanaga,functional analysis
Shokichi Iyanaga,geometry
Shokichi Iyanaga,topology
Douglas Northcott,algebra
Douglas Northcott,commutative algebra
Douglas Northcott,homological algebra
Douglas Northcott,ideal theory
Douglas Northcott,linear algebra
Edward Marczewski,algebra
Edward Marczewski,analysis
Edward Marczewski,applied mathematics
Edward Marczewski,complex analysis
Edward Marczewski,descriptive set theory
Edward Marczewski,general topology
Edward Marczewski,mathematical logic
Edward Marczewski,measure theory
Edward Marczewski,probability theory
Edward Marczewski,set theory
Edward Marczewski,topology
Edward Marczewski,universal algebra
D. R. Kaprekar,number theory
D. R. Kaprekar,recreational mathematics
László Fejes Tóth,analysis
László Fejes Tóth,classical differential geometry
László Fejes Tóth,combinatorial geometry
László Fejes Tóth,computational geometry
László Fejes Tóth,convex geometry
László Fejes Tóth,differential geometry
László Fejes Tóth,discrete geometry
László Fejes Tóth,geometry
László Fejes Tóth,geometry of numbers
László Fejes Tóth,mathematical sciences
László Fejes Tóth,tessellation
Béla Szőkefalvi-Nagy,analysis
Béla Szőkefalvi-Nagy,approximation theory
Béla Szőkefalvi-Nagy,functional analysis
Béla Szőkefalvi-Nagy,operator theory
Albert Pfluger,analysis
Albert Pfluger,applied mathematics
Albert Pfluger,function theory
Albert Pfluger,mathematical physics
Albert Pfluger,potential theory
Chung Kai-lai,number theory
Chung Kai-lai,potential theory
Chung Kai-lai,probability theory
Chung Kai-lai,statistics
Hans Zassenhaus,abstract algebra
Hans Zassenhaus,algebra
Hans Zassenhaus,algebraic number theory
Hans Zassenhaus,analysis
Hans Zassenhaus,computer algebra
Hans Zassenhaus,group theory
Hans Zassenhaus,number theory
Raphael M. Robinson,algebra
Raphael M. Robinson,analysis
Raphael M. Robinson,arithmetic
Raphael M. Robinson,axiomatic set theory
Raphael M. Robinson,combinatorics
Raphael M. Robinson,complex analysis
Raphael M. Robinson,geometry
Raphael M. Robinson,group theory
Raphael M. Robinson,lattice theory
Raphael M. Robinson,mathematical logic
Raphael M. Robinson,number theory
Raphael M. Robinson,projective geometry
Raphael M. Robinson,set theory
Ivan Petrovsky,algebra
Ivan Petrovsky,algebraic geometry
Ivan Petrovsky,geometry
Ivan Petrovsky,probability theory
Ivan Petrovsky,topology
Irving Kaplansky,algebra
Irving Kaplansky,analysis
Irving Kaplansky,field theory
Irving Kaplansky,geometry
Irving Kaplansky,group theory
Irving Kaplansky,ring theory
Daniel Edwin Rutherford,abstract algebra
Daniel Edwin Rutherford,algebra
Daniel Edwin Rutherford,applied mathematics
Daniel Edwin Rutherford,pure mathematics
Daniel Edwin Rutherford,representation theory
Aleksandr Gennadievich Kurosh,abstract algebra
Aleksandr Gennadievich Kurosh,algebra
Aleksandr Gennadievich Kurosh,group theory
Aleksandr Gennadievich Kurosh,lattice theory
Aleksandr Gennadievich Kurosh,universal algebra
Saunders Mac Lane,abstract algebra
Saunders Mac Lane,algebra
Saunders Mac Lane,calculus
Saunders Mac Lane,calculus of variations
Saunders Mac Lane,category theory
Saunders Mac Lane,field theory
Saunders Mac Lane,geometry
Saunders Mac Lane,homology theory
Saunders Mac Lane,mathematical logic
Saunders Mac Lane,modern algebra
Saunders Mac Lane,number theory
Saunders Mac Lane,set theory
Saunders Mac Lane,topology
Saunders Mac Lane,valuation theory
Julian Schwinger,algebra
Julian Schwinger,field theory
Julian Schwinger,gauge theory
Julian Schwinger,perturbation theory
Julian Schwinger,statistics
Jacques Deny,analysis
Jacques Deny,potential theory
Jacques Herbrand,algebra
Jacques Herbrand,arithmetic
Jacques Herbrand,class field theory
Jacques Herbrand,field theory
Jacques Herbrand,homological algebra
Jacques Herbrand,mathematical logic
Jacques Herbrand,proof theory
Charles Francis Richter,theoretical physics
Aleksey Leontyev,analysis
Joseph Liberman,analysis
Joseph Liberman,geometry
Joseph Liberman,real analysis
Gordon Welchman,analysis
Gordon Welchman,cryptography
Pierre Lelong,algebra
Werner Romberg,analysis
Werner Romberg,applied mathematics
Werner Romberg,numerical analysis
Edward J. McShane,analysis
Edward J. McShane,calculus
Edward J. McShane,calculus of variations
Edward J. McShane,stochastic calculus
Edward J. McShane,stochastic process
Louis Guttman,algebra
Louis Guttman,analysis
Louis Guttman,matrix algebra
Louis Guttman,statistics
Viktor Kupradze,mathematical physics
Dorothy Maharam,algebra
Dorothy Maharam,measure theory
Henry Wallman,lattice theory
Henry Wallman,topology
Emilio Bajada,analysis
Emilio Bajada,calculus
Emilio Bajada,calculus of variations
Emilio Bajada,real analysis
Emilio Bajada,topology
Edward Maitland Wright,analytic number theory
Edward Maitland Wright,graph theory
Edward Maitland Wright,number theory
Emma Castelnuovo,algebra
Emma Castelnuovo,algebraic geometry
Emma Castelnuovo,arithmetic
Emma Castelnuovo,geometry
Alexandru Ghika,analysis
Alexandru Ghika,functional analysis
Andrew Vázsonyi,analysis
Andrew Vázsonyi,decision analysis
Andrew Vázsonyi,graph theory
Andrzej Alexiewicz,analysis
Andrzej Alexiewicz,functional analysis
Alexander Brudno,analysis
Kari Karhunen,analysis
Kari Karhunen,statistics
Mary Celine Fasenmyer,algebra
Mary Celine Fasenmyer,linear algebra
Karol Borsuk,analysis
Karol Borsuk,functional analysis
Karol Borsuk,geometry
Karol Borsuk,projective geometry
Karol Borsuk,topology
Alberto González Domínguez,analysis
Alberto González Domínguez,field theory
Alberto González Domínguez,probability theory
Nikita Moiseyev,analysis
Nikita Moiseyev,applied mathematics
Ralph Fox,calculus
Ralph Fox,differential calculus
Ralph Fox,differential topology
Ralph Fox,homotopy theory
Ralph Fox,knot theory
Ralph Fox,topology
Laurence Chisholm Young,analysis
Laurence Chisholm Young,calculus
Laurence Chisholm Young,calculus of variations
Laurence Chisholm Young,measure theory
Laurence Chisholm Young,optimal control theory
Laurence Chisholm Young,potential theory
Laurence Chisholm Young,real analysis
Hans Hermes,lattice theory
Hans Hermes,mathematical logic
Harold Scott MacDonald Coxeter,euclidean geometry
Harold Scott MacDonald Coxeter,geometry
Harold Scott MacDonald Coxeter,tessellation
Dragoslav Mitrinović,analysis
Dragoslav Mitrinović,complex analysis
Fabio Conforto,algebra
Fabio Conforto,algebraic geometry
Fabio Conforto,analytic geometry
Fabio Conforto,geometry
Fabio Conforto,projective geometry
Anatoly Maltsev,algebra
Anatoly Maltsev,group theory
Anatoly Maltsev,linear algebra
Anatoly Maltsev,model theory
Patrick du Val,algebra
Patrick du Val,algebraic geometry
Patrick du Val,applied mathematics
Patrick du Val,calculus
Patrick du Val,coordinate geometry
Patrick du Val,differential geometry
Patrick du Val,geometry
Patrick du Val,pure mathematics
Patrick du Val,tensor
John Todd,analysis
John Todd,numerical analysis
Edgar Lorch,analysis
Edgar Lorch,functional analysis
Edgar Lorch,general topology
Edgar Lorch,group theory
Edgar Lorch,spectral theory
Edgar Lorch,topology
Edward G. Begle,algebra
Edward G. Begle,analytic geometry
Edward G. Begle,calculus
Edward G. Begle,geometry
Edward G. Begle,topology
Edward Linfoot,analysis
Edward Linfoot,number theory
Edward Linfoot,pure mathematics
William Feller,analysis
William Feller,functional analysis
William Feller,geometry
William Feller,mathematical statistics
William Feller,probability theory
William Feller,statistics
William Feller,stochastic process
José Enrique Moyal,statistical mechanics
José Enrique Moyal,statistical theory
José Enrique Moyal,statistics
José Enrique Moyal,stochastic process
Vitold Shmulyan,analysis
Vitold Shmulyan,functional analysis
Z. W. Birnbaum,actuarial science
Z. W. Birnbaum,analysis
Z. W. Birnbaum,functional analysis
Lev Landau,calculus
Lev Landau,differential calculus
Lev Landau,integral calculus
Lev Landau,tensor
Lev Landau,theoretical physics
Naum Akhiezer,analysis
Naum Akhiezer,approximation theory
Naum Akhiezer,calculus
Naum Akhiezer,calculus of variations
Naum Akhiezer,constructive function theory
Naum Akhiezer,function theory
Naum Akhiezer,functional analysis
Naum Akhiezer,mathematical physics
Naum Akhiezer,spectral theory
John William Theodore Youngs,geometric topology
John William Theodore Youngs,topology
René Taton,arithmetic
René Taton,calculus
Hans Rådström,analysis
Hans Rådström,complex analysis
Hans Rådström,complex dynamics
Hans Rådström,convex analysis
Hans Rådström,functional analysis
Hans Rådström,game theory
Hans Rådström,linear functional analysis
Hans Rådström,nonlinear functional analysis
Hans Rådström,recreational mathematics
Otto Frostman,analysis
Otto Frostman,combinatorics
Otto Frostman,complex analysis
Otto Frostman,enumerative combinatorics
Otto Frostman,potential theory
Otto Frostman,topological combinatorics
Hans Rohrbach,additive number theory
Hans Rohrbach,algebra
Hans Rohrbach,analysis
Hans Rohrbach,applied mathematics
Hans Rohrbach,matrix theory
Hans Rohrbach,number theory
Felix Gantmacher,algebra
Felix Gantmacher,group theory
Felix Gantmacher,linear algebra
Lynn Harold Loomis,abstract harmonic analysis
Lynn Harold Loomis,analysis
Lynn Harold Loomis,calculus
Lynn Harold Loomis,harmonic analysis
Marian Rejewski,analysis
Marian Rejewski,group theory
Marian Rejewski,pure mathematics
Marian Rejewski,statistics
Henri Cartan,algebra
Henri Cartan,algebraic topology
Henri Cartan,analysis
Henri Cartan,analytic geometry
Henri Cartan,category theory
Henri Cartan,general topology
Henri Cartan,geometry
Henri Cartan,homological algebra
Henri Cartan,potential theory
Henri Cartan,sheaf cohomology
Henri Cartan,topology
Dorothy Lewis Bernstein,applied mathematics
Dorothy Lewis Bernstein,statistics
Hans Samelson,algebra
Hans Samelson,differential geometry
Hans Samelson,geometry
Hans Samelson,topology
Willem Jacob van Stockum,geometry
Friedrich Bachmann,absolute geometry
Friedrich Bachmann,arithmetic
Friedrich Bachmann,geometry
Friedrich Bachmann,group theory
Theodore Wilbur Anderson,analysis
Theodore Wilbur Anderson,statistics
Gordon Thomas Whyburn,analysis
Gordon Thomas Whyburn,topology
Vladimir Abramovich Rokhlin,algebra
Vladimir Abramovich Rokhlin,algebraic geometry
Vladimir Abramovich Rokhlin,algebraic topology
Vladimir Abramovich Rokhlin,cobordism theory
Vladimir Abramovich Rokhlin,ergodic theory
Vladimir Abramovich Rokhlin,geometry
Vladimir Abramovich Rokhlin,homotopy theory
Vladimir Abramovich Rokhlin,measure theory
Vladimir Abramovich Rokhlin,probability theory
Vladimir Abramovich Rokhlin,real algebra
Vladimir Abramovich Rokhlin,real algebraic geometry
Vladimir Abramovich Rokhlin,topology
Robert Sorgenfrey,general topology
Robert Sorgenfrey,topology
Lev Schnirelmann,differential geometry
Lev Schnirelmann,geometry
Lev Schnirelmann,number theory
Lev Schnirelmann,topology
Stanisław Jaśkowski,calculus
Stanisław Jaśkowski,mathematical logic
Stanisław Jaśkowski,proof theory
Richard Bruck,algebra
Richard Bruck,combinatorics
Richard Bruck,geometry
Richard Bruck,projective geometry
Richard Duffin,algebra
Richard Duffin,analysis
Richard Duffin,linear algebra
Richard Leibler,analysis
Robert P. Dilworth,lattice theory
Robert D. Richtmyer,analysis
Robert D. Richtmyer,numerical analysis
Donald C. Spencer,algebra
Donald C. Spencer,algebraic geometry
Donald C. Spencer,differential geometry
Donald C. Spencer,geometry
J. Barkley Rosser,calculus
J. Barkley Rosser,mathematical logic
J. Barkley Rosser,number theory
Kunihiko Kodaira,algebra
Kunihiko Kodaira,algebraic geometry
Kunihiko Kodaira,analysis
Kunihiko Kodaira,arithmetic
Kunihiko Kodaira,birational geometry
Kunihiko Kodaira,geometry
Kunihiko Kodaira,operator theory
Kunihiko Kodaira,rational geometry
Kunihiko Kodaira,scheme theory
Kunihiko Kodaira,sheaf theory
Kunihiko Kodaira,sheaf cohomology
Kōsaku Yosida,analysis
Kōsaku Yosida,functional analysis
Boris Demidovich,analysis
Boris Demidovich,calculus
Boris Demidovich,mathematical sciences
Jean Favard,analysis
Nicolaas Govert de Bruijn,algebra
Nicolaas Govert de Bruijn,analysis
Nicolaas Govert de Bruijn,calculus
Nicolaas Govert de Bruijn,combinatorics
Nicolaas Govert de Bruijn,geometry
Nicolaas Govert de Bruijn,graph theory
Nicolaas Govert de Bruijn,incidence geometry
